日期,流水編號,代號,名稱,發布日期時間,新聞標題,新聞內容,RTIME
20170202,WEB0114,3008,大立光,2017/02/02 10:40:11,蘋果財報好氣色 供應鏈大立光及台光電雙創下新天價,"蘋果財報佳，激勵台灣相關供應鏈今 (2) 日台股金雞年開紅盤走勢，包括台郡 (6269-TW)、晶技 (3042-TW)、華通(2313-TW) 等開盤都大漲開出，股王大立光 (3008-TW) 及 CCL 廠台光電 (2383-TW) 早盤更同步攻上新天價。
大立光早盤開高走高，以 4550 元跳空開高開出，最高達 4580 元，創新高，以 4580 元新高價計算，總市值已達 6143.6 億元。
法人看好，大立光今年 1、2 月營收都將優於 2016 年同期。大立光將於 2 月 5 日揭露今年 1 月營收。
台光電今天早盤股價也是開高走高，早盤以 112 元開出，盤中並以 115 元創下歷史新高價。
大立光自結 2016 年第 4 季的毛利率、稅後純益、每股純益都寫新猷；全年每股純益 169.4 元，歷年次高。大立光執行長林恩平看好，今年 1、2 月的業績都將超過去年同期。目前在智慧型手機的影像規格競爭仍為一大重點，林恩平指出，由目前的光學設計角度來看，鏡頭規格還沒到頂，未來仍有發展的空間。
大立光日 K 線圖
",222439361
20170205,WEB0007,3008,大立光,2017/02/05 10:44:55,大立光報喜!1月營收38.04億元年增逾17%但2月將下滑,"蘋果概念股的台股股王大立光 (3008-TW) 今 (5) 日公布 2017 年 1 月營收為 38.04 億元，較上月的 54.46 億元下滑 30.15%，但明顯較 2016 年同月的 32.27 億元成長 17.88%，但在 2 月工作天數又較 1 月減少之下，法人估其 2 月營收又將較 1 月走低。
在目前手機雙鏡頭組設計的明顯增加之下，由蘋果公布的最新財報也顯示，其 iPhone7 的雙鏡頭機種銷售狀況極佳，也將可能為新一代的 iPhone 系列再增加雙鏡頭搭載的比例再加重，明顯對於大立光的出貨有正面挹注效果，而大立光的台中精密機械園區二廠將於第 3 季起投入量產，更有助接受更多的訂單量。
大立光在 2017 年 1 月營收 38.04 億元，仍然符合公司內部預期，大立光執行長林恩平在日前法說會中表示，2017 年 1 月營收將較去年 12 月下滑，但就整體第 1 季的接單狀況來看，1 月、 2 月的接單狀況，將優於去年同期，但實際營收數字必須視客戶端的拉貨狀況而定。至於 2017 年第 1 季之後業績，林恩平指出，必須視相關手機照相模組相關的零組件供應是否充足而定。
也就是說，大立光在 2 月營收可能因為工作天數減少而較 1 月下滑，但前二月營收累計也將超過去年同期 52.65 億元水準。
股王大立光 2016 年第 4 季毛利率達 70.66%， 創新高，季增約 2.7 個百分點；單季純稅後純益 84.49 億元，季增 21.39%，每股純益為 62.99 元 (前一季為 51.89 元)，均為歷來最佳成績，單季獲利更超過去年上半年總和。
大立光累計 2016 年全年營收 483.52 億元，毛利率為 67.05%；稅後純益 227.23 億元，年減約 6%，每股純益為 169.4 元，雖低於前年創下的歷史高點 180.08 元，但仍為歷史次高。
大立光日 K 線圖
",222739625
20170209,WEB0122,3008,大立光,2017/02/09 11:03:52,股王大立光再創新高價 市值突破6200億 排名台股第六,"蘋果概念股大立光 (3008-TW) 今 (9) 日盤中股價再度向上突破，一度攻上 4630 元新高價，總市值突破 6200 億元、達 6210 億元，市值排名台股第六位。
以今天的台股市值排行來看，依序為台積電 (2330-TW)、鴻海 (2317-TW)、台塑化 (6505-TW)、中華電信 (2412-TW)、國泰金 (2882-TW) 及大立光。
大立光最新的券資比狀況已達 52.46%，更甚於先前軋空力道極強的玉晶光 (3406-TW)，截至昨日止，玉晶光的呈現資減券減的狀況，其券資比降至昨日的 45.96%。
大立光 1 月營收 38.04 億元，符合公司內部預期，在目前手機雙鏡頭組設計的明顯增加下，蘋果最新財報也顯示，其 iPhone7 的雙鏡頭機種銷售狀況極佳，也將可能為新一代的 iPhone 系列再增加雙鏡頭搭載的比例再加重，明顯對於大立光的出貨有正面挹注效果。
此外，大立光位於台中精密機械園區的二廠將於第 3 季起投入量產，更有助接受更多的訂單量。
值得注意的是，玉晶光昨 (8) 日公布 2017 年 1 月營收為 6.17 億元，雖較前一月的 7.12 億元下滑 13.3%，但年增率高達 68.64%，仍維持去年第 3 季旺季單月營收水準，市場分析師對玉晶光 1 月營收表現持正面看法。
證券、期貨分析師及會計師張陳浩指出，以陸續公布 1 月營收的蘋果相關個股來看，其相當多個股由於出貨高峰期已過，加上 1 月的工作天數少，多數較去年 12 月營收下滑三到四成，如大立光 1 月營收為 38.04 億元，月減 30.15%。
鉅亨網股市 Talk 「股市達人直播聊台股」再升級
股市達人直播聊台股 -> https://goo.gl/3zke9C  
波段達人蔡森   直播聊台股 -> https://goo.gl/jLe3cH
大立光日 K 線圖
",223141172
20170210,WEB0193,3008,大立光,2017/02/10 17:17:13,蘋果香誘人 大立光等四檔蘋概股拿下近242億元成交值,"台北股市今 (10) 日由股王大立光 (3008-TW) 創新高價領軍衝鋒，加權股價指數收盤上漲 75.41 點，為 9665.59 點，創近 20 個月新高，成交值前四名鴻海 (2317-TW)、TPK-KY(3673-TW)、台積電(2330-TW) 及大立光合計成交值達 241.94 億元，均為蘋果概念股。根據統計，這四檔蘋果概念股占今天台股集中市場總成交量約 18.19%，儼然是盤面人氣焦點。
股王大立光今天早盤以平盤 4610 元開出，盤中最高 4810 元創新高，收盤價 4740 元，較昨 (9) 日上漲 130 元或 2.82%。
證券、期貨分析師及會計師張浩指出，今晨收盤的美國蘋果股價 132.42 元，距離每股 133 美元的歷史高價僅一步之遙，同時，包括蘋果今年的 iPhone 8 手機傳出將有高達 1.1 億支的超大備貨潮，也推升台北股市蘋果概念股的強勢表態。
更重要的是，台股集中市場尾盤因 OTC 指數轉弱，出現獲利了結的賣壓，張陳浩指出，也造成鴻海股價的振盪翻黑，下殺到 88.5 元也讓更多想搶本波蘋果熱潮的且還沒有上車的投資人趁此一機會搶進，終場更讓鴻海股價以上漲 0.2 元，以 89.1 元作收。
同樣的狀況也在 TPK-KY 發生，TPK-KY 在今天盤中最高價達 87.9 元，尾盤下殺觸及平盤價 80.6 元後拉升，終場以 82.2 元作收，全場爆發出逾 8 萬張的大量，全場振幅達 9.06%。
外電報導，在蘋果財報發布後，美股分析師認為蘋果股價已突破 2015 年 2 月以來的平台整理區，按照漲幅滿足計算，估計蘋果股價還有 20% 的上漲空間，估計蘋果目標價將落在每股 160 美元上下。
大立光日 K 線圖
",223263489
20170220,WEB0193,3008,大立光,2017/02/20 18:25:56,股王大立光訂6/14召開股東會 去年每股現金股息上看50元 歷史次高,"台股股王大立光 (3008-TW) 今 (20) 日宣布，董事會決議 6 月 14 日舉行股東會，去年度盈餘分配將再另開董事會敲定。法人估計，大立光去年度盈餘每股現金股息上看 50 元，是公司歷來第二高股息，也是台股上市櫃公司歷來年度配發現金股息第二高記錄，估計總股息金額逾 67 億元。
大立光上季財報大驚奇，毛利率、稅後純益、每股純益都寫新猷；去年全年每股純益雖由前年的 180.08 元降至 169.4 元，仍是歷史次高。大立光執行長林恩平看好，今年 1、2 月的業績都將超過去年同期。
大立光 2015 年度每股純益 180.08 元，創歷史新高，當年度盈餘每股配發現金股息 63.5 元，是公司歷來配息最高，也是台股記錄。法人以大立光去年自結稅後純益 227.23 億元，每股純益 169.4 元，依照前一年配息率 35.26% 估算，每股將配發 48 元現金股息，在資本支出高峰期已過下，有望挑戰 50 元。
同時，大立光截至 2 月 18 日止，融券餘額仍達 303 張，相對於融資餘額 749 張，券資比高達 40.45%，這些融券必須在 4 月 14 日前強制回補。
大立光去年全年營收 483.52 億元，毛利率為 67.05%；稅後純益 227.23 億元，年減約 6%，每股純益為 169.4 元，雖低於前年創下的歷史高點 180.08 元，但仍為歷史次高。
大立光 2017 年 1 月營收為 38.04 億元，月減 30.15%，年增 17.88%。由於 2 月工作天數較少，法人估 2 月營收將較 1 月下滑。
在目前手機雙鏡頭組設計的明顯增加之下，由蘋果公布的最新財報也顯示，其 iPhone7 的雙鏡頭機種銷售狀況極佳，也將可能為新一代的 iPhone 系列再增加雙鏡頭搭載的比例再加重，明顯對於大立光的出貨有正面挹注效果，而大立光投資 200 億元的台中精密機械園區二廠將於第 3 季起投入量產，更有助接受更多的訂單量。
大立光日 K 線圖
",224267703
20170223,WEB0117,3008,大立光,2017/02/23 10:59:47,大立光市值超越國泰金 光學類股齊揚 新鉅科、先進光漲停,"台股股王大立光 (3008-TW) 在雙鏡頭手機將成為市場主流挹注下，獲外資調高目標價到 5700 元，激勵今 (23) 日盤中股價衝上 4800 元，距離歷史新高價 4810 元僅一步之遙。大立光領軍，光學元件類今天齊揚，新鉅科 (3630-TW) 、先進光 (3362-TW)均衝上漲停板。
大立光今天盤中股價最高上漲 2.35% 至 4800 元，總市值飆升至 6438 億元，超越國泰金 (2882-TW) 成為台股第五大，僅次於台積電 (2330-TW)、鴻海 (2317-TW)、台塑 (1301-TW) 及中華電 (2412-TW)。
先進光電去年第 4 季稅後純益 5681 萬元，創單季新高，去年繳出轉虧為盈佳績，全年稅後純益 9502 萬元，以期末股本 9.34 億元計算，每股純益 1.02 元。先進光電董事會並決議，去年度盈餘每股擬配發 0.3 元現金股息。
新鉅科則是由董事會決議通過簽訂投資意向書，在香港上市的中國光學鏡頭模組廠丘鈦科技 (1478-HK) 將透過參與新鉅科私募增資方式，投資新鉅科 12.47 億元，取得約 36% 股權，將超越群光 (2385-TW) 成為最大股東，如此案成行，將為新鉅科的鏡頭組取得中國手機客戶的重要出海口。
大立光日 K 線圖
",224540916
20170305,WEB0006,3008,大立光,2017/03/05 10:01:17,雙鏡頭發功 大立光2月營收34.53億元歷年同月新高 年增近七成,"股王大立光 (3008-TW) 今 (5) 日上午公布 2 月營收為 34.53 億元，較上月下滑 9.22%，而較去年同月的大增 69.46%，並創歷年同月新高，大立光在 3 月的營收預估將仍因手機雙鏡頭的需求強勁而呈現較 2 月明顯增加。
大立光今年 2 月的營收結構中，千萬畫素以上產品占 70-80%，800 萬畫素產品占 10-20%，500 萬畫素產品占 10%。
大立光在今年 1-2 月 72.24 億元，也較去年同月成長 37.2%，也符合大立光執行長林恩平於日前法說中所指出該公司今年前二月接單明顯優於去年同期的說法。同時，目前非蘋陣營品牌手機廠積極推出雙鏡頭旗艦機，為上半年的大立光營收重要動能，所在台中精密機械園區的新廠在第 3 季起挹注產能及蘋果 iPhone 8 系列產品推出，將使今年 3 月起的大立光業績表現更加亮麗。
證券、期貨分析師及會計師張陳浩指出，雖然大立光的 2 月營收創歷年 2 月新高，但分析就今年 1、2 月的工作天數來看，實際這兩個月的工作天數差異不大，但大立光的 2 月營收則較 1 月下滑 9.22%，這是值得關切的重點。
張陳浩指出，在台北股市 3 月 3 日集中市場加權股價指數已跌破月線支撐，收在 9648.21 點，預估台股將整理到 3 月中旬的摩台指結算，大立光的此一 2 月營收表現，雖然外界可能外界可能以正面解讀，但預估大立光及台積電 (2330-TW) 等權值股重兵股價，在此一期間將不會大力表態；但相對的在美股的蘋果股價表現正處於多頭走勢同時，大立光股價一旦跌深，也將有多方買盤的趁機介入。
此外，大立光的近期股價最高已達 4810 元，一張股票要超過 480 萬元，並非一般投資人買得起，並曾一度造成證券交易所電腦一度因超過原設定而在盤中暫停交易，大立光方面證實，台灣證券交易所在春節也赴台中與大立光協商能否執行股票分割以促進其交易的活絡，但大立光方面表示，股票分割案目前並沒有新的進度。
大立光 2016 年財報以純益 227.33 億元，每股純益 169.47 元創下史上次高紀錄，該公司董事會已決議於 6 月 14 日召開股東會，而對於去年的盈餘配發案，依歷年大立光的董事會決議股利案經驗，預計將於 4 月的董事會中決議。
大立光日 K 線圖
",225537456
20170330,WEB0234,3008,大立光,2017/03/30 20:34:09,〈股王要地有解〉中精機園區大型土地可望變更後釋出 大立光擴廠邁大步,"股王大立光 (3008-TW) 在台繼續擴廠的土地需求可能有解。大立光去年在台中精密機械園區一期以 19.31 億元標下的逾 4000 坪土地，可望在台中市政府與執行開發的台開 (2841-TW) 協商後，變更為製造業使用，一旦成局，將為大立光的在台取得完整廠區擴廠案再燃希望，有助大立光營運。
台開董事長邱復生透露，這塊大型土地如由台中市政府同意變更使用，到重新開標，最快在 6 個月內可以完成開標程序。大立光今天則指出，由於台中市政府並沒有公告要重新釋出這塊土地，公司要等台中市政府公告釋出後，再重新進行評估。
由於產能已不敷使用，大立光近年積極在台中爭取擴廠用地，去年 3 月 2 日於台中市精密機械科技創新園區一期產業專用區取得 4137.87 坪土地優先申購資格，這塊土地緊鄰目前大立光興建中的二廠。
可望獲變更釋出的台中市精密機械科技創新園區一期大型土地，緊鄰大立光原廠區。(鉅亨網記者張欽發攝)
大立光在去年 3 月取得此一優先申請資格，公司原評估將作為擴廠用地，但其提出的計畫與開發單位及台中市政府原預計的使用的商業、服務規畫並不相符，在土地使用名目無法用於興建廠房下，大立光擴產遭遇障礙。
另依規定，大立光必須在取得優先申購資格 3 個月內提交專案計畫書，經「台中市工業區土地或建築物租售及價格審查小組」核准確認，始為核准承購人，方得進行後續繳款、購地作業，但大立光方面並沒有在規定期限內未提送修正專案計畫書，因此在去年 8 月 12 日遭台中市政府取消得標資格。
大立光遭台中政府取消優先申請資格之後，2000 萬元的保證金遭台中市政府沒收，大立光今天證實，對於這筆保證金的取回，也正向台中市政府訴願中。
不過，這塊台中市精密機械科技創新園區一期的 4137.87 坪大型土地，目前仍然閒置，台開董事長邱復生今天透露，目前這塊 4137.87 坪土地，台中市政府也有意進行重新的評估其使用方案，就執行開發單位的台開而言，也依各種條件提出變更的可能性及影響提供台中市政府決策參考。
大立光去年取得優先申請資格在台中精密機械園區一期，即與現在大立光一廠及投資 200 億元將於第 3 季投產的二廠相緊鄰，去年大立光在 3 月以 19.31 億元取得此一 4137.87 坪土地優先申請資格，平均每坪單價為 46.78 萬元，在去年全台土地交易清淡，全年交易金額僅 891 億元並創金融海嘯後新低中，全台排名第五，在電子業的購地案中僅次於華碩 (2357-TW) 斥資 78.31 億元購入台北市關渡土地。
",228075392
20170404,WEB0013,3008,大立光,2017/04/04 11:23:53,〈電子業員工分紅〉大立光員工分紅不手軟提40.95億元 每人平均近90萬元,"蘋果重要供應鏈的鏡頭廠的大立光 (3008-TW)，2016 年獲利雖微幅滑落，純益為 227.33 億元，較上一年下滑 5.89%，為歷史次高；但該公司去年的每股純益 169.47 億元及每股淨值 572.85 元仍居台股之冠，大立光對於員工的分工更不手軟，將配發 40.95 億元的員工酬勞，每名員工平均近 90 萬元。
光是大立光去年所員工分工酬勞的金額 40.95 億元，即明顯超過台北股市光學元件類股去年獲利的總和。
大立光去年配發 40.95 億元的員工酬勞低於上一的 43.53 億元，但是以大立光員工 4600 人計算，平均每名員工約 90 萬元，等於是一般上班族 1 年的薪資，雖然不及台積電 (2330-TW)，但其分紅金額仍令科技業員工稱羨。
但受惠蘋果高階機種採用雙鏡頭，帶動非蘋陣營跟進，鏡頭需求拉升，每股純益與每股淨值維持高檔，分別為 169.47 元、572.85 元，居台股之冠，去年仍然蟬聯每股獲利王及每股淨值王的雙料冠軍寶座。
大立光第 2 季起的營運動能將成長，主要在於非蘋陣營競推新品，市場並對 iPhone 8 大改款寄予高度期待，將挹注立光獲利與股價動能，也為蘋果概念股的重要指標股。大立光今年 1-2 月營收 72.24 億元，較去年同期成長 37.2%，3 月起則因工作天數恢復正常而在營收上將出現明顯的成長。
大立光日 K 線圖
",228855432
20170405,WEB0186,3008,大立光,2017/04/05 17:20:23,大立光3月營收36.29億元 年增二成 Q1逾108億元創同期新高,"股王大立光 (3008-TW) 今 (5) 日盤後公布其 3 月營收為 36.29 億元，較上月成長 5.1%，較去年同月成長 20.01%，累計其第 1 季營收 108.07 億元則打破 2015 年首季的 105.67 億元的紀錄，改寫歷年第 1 季的最佳營收新高數字。
大立光 2017 年第 1 季的營收 108.07 億元，較去年第 4 季衰退 31.26%，但較去年同期明顯成長 30.66%。而大立光在 2017 年 3 月的出貨結構中，千萬畫素以上產品占 70-80%，其次為 800 萬畫素產品占 10-20%，500 萬畫素產品占 10% 以內。
對於股王大立光在 3 月的營收 36.29 億元表現，僅較 2 月小幅成長 5.1%，證券、期貨分析師張陳浩指出，首季為光學元件業出貨的淡季，又有因春節假期工作天數減少的干擾，加上新台幣兌美元的大幅升值因素，對於大立光這樣的業績表現仍可以接受。
就大立光的今年首季營收 108.07 億元創歷年同期新高演出，張陳浩指出，在蘋果的 iPhone 8 系列產品仍未進入正式量產之前，顯然大立光的鏡頭組產品有極大比重出貨給非蘋陣營，研判包括中國大陸華為、OPPO 等強勢品牌鏡頭多數來自大立光之手，而搶在蘋果正式推出 iPhone 8 系列產品之前，將有更多的非蘋陣營旗艦級手機在第 2 季起搶上市，如 4 月搶上市的 SONY 兩款手機即為一明顯例子。同時，以目前大立光在非蘋陣營客戶的掌握狀況，就目前看來極佳，第 2 季也將是這些非蘋手機陣營需求成為大立光業績的重要支撐。
大立光股價今天收盤為 4820 元，較前一日上漲 40 元 0.84%，創上市以來收盤新高價，成交量放大到 485 張。
蘋果重要供應鏈的鏡頭廠的大立光 2016 年獲利雖微幅滑落，純益為 227.33 億元，較上一年下滑 5.89%，為歷史次高；但該公司去年的每股純益 169.47 元及每股淨值 572.85 元仍居台股之冠。
大立光日 K 線圖
",228737525
20170406,WEB0127,3008,大立光,2017/04/06 12:08:52,搶大立光iPhone相機訂單？傳鴻海轉投資夏普龜山廠人工將倍增,"鴻海 (2317-TW) 轉投資夏普 (6753-JP) 要與大立光 (3008-TW) 爭食蘋果(AAPL-US)iPhone 相機訂單有譜？外電報導，夏普龜山工廠員工人數將大幅增加，主要是因為新事業需要人手。
日經新聞今 (6) 日報導，夏普將大幅擴增龜山工廠員工，人數可能會較目前數量倍增。據報導，截至 2016 年 12 月底為止，夏普龜山工廠員工人數為 2067 人。
產經新聞也報導，夏普龜山廠預計 7 月擴充龜山廠員工人數，主要是為了擴增液晶電視產能，同時還有電子零件新事業將開始。
夏普社長戴正吳在 3 月中曾表示，將利用液晶面板主力據點龜山工廠來生產智慧手機用相機零件，讓夏普相機零件產能倍增。
法人指出，夏普轉投資的智慧手機鏡頭大廠康達智 (Kantatsu)，主要就是透過夏普來供應蘋果 iPhone，夏普則負責組裝康達智所生產的鏡頭成為相機模組。
目前蘋果 iPhone 相機鏡頭訂單主要由大立光供應，隨著夏普充實人力，積極進軍手機相機領域，也讓 iPhone 的鏡頭訂單爭奪戰日益激烈。
",228745109
20170406,WEB0235,3008,大立光,2017/04/06 19:40:27,萬點關前拉「緊」報 外資提款大立光、金融股 三大法人賣超5億元,"美股周三急殺翻黑，衝擊台股今 (6) 日衝萬點遇阻力，雙箭頭台積電及大立光連袂走弱，加上鴻海無力獨撐，指數拉回終場下跌 51.68 點，以 9897.8 點作收。三大法人則轉為賣超，外資賣超 0.77 億元，投信賣超 5.23 億元，自營商買超 0.56 億元，合計賣超 5.44 億元。
期貨部分，三大法人也同步翻空，外資減碼多單 6029 口，淨部位多單降到 50820 口；投信加碼空單 47 口，淨部位空單來到 35345 口；自營商加碼空單 588 口，淨部位空單回升到 2502 口，合計三大法人減碼多單 6664 口，淨部位多單為 12973 口。
外資今天轉攻為守，資金雖然仍維持加碼電子權值股，包括鴻海及台積電仍是外資買超對象，但更多資金轉進蘋概股，包括緯創、可成、旺宏、和碩、欣興、仁寶、廣達、TPK-KY、健鼎等，都成為外資資金防禦標的。不過股王大立光則是反遭外資賣超。
金融股則是看到外資加速提款動作，包括金控雙雄富邦金及國泰金，中信金、開發金、永豐金、兆豐金、台新金等，都遭外資賣超。
ETF 部分，外資連續 2 天買超台灣 50；槓桿幅度較大的台灣 50 正 2，外資則是轉為賣超；至於看空的台灣 50 反 1，外資則是中止連續 6 天賣超。
外資集中市場買超第 1 名為元大金，買超 15511 張；第 2 名鴻海，買超 13131 張；第 3 名玉山金，買超 9021 張；第 4 名緯創，買超 8172 張；第 5 名彩晶，買超 6058 張。6 到 10 名依序為：可成，買超 5011 張；新光金，買超 4730 張；南亞科，買超 4439 張；陽明，買超 3990 張；華邦電，買超 3762 張。
外資集中市場賣超第 1 名富邦金，賣超 21679 張；第 2 名群創，賣超 13095 張；第 3 名華航，賣超 11116 張；第 4 名中信金，賣超 10946 張；第 5 名友達，賣超 10773 張。6 到 10 名依序為：中壽，賣超 7953 張；國泰金，賣超 4897 張；開發金，賣超 4764 張；長榮航，賣超 4079 張；台達電，賣超 3357 張。
法人表示，美國聯準會暗示將緊縮資金，不僅美股為之震動，台股昨天才重新振作的萬點行情也為之一挫，如果美股無法率先止跌，對於台股要攻上萬點的時間恐將就此延後。
",228772231
20170413,WEB0139,3008,大立光,2017/04/13 14:51:57,〈大立光法說〉Q1毛利率70.94%再創新高 匯損逾11億壓抑獲利 EPS 36.41元,"股王大立光 (3008-TW) 今 (13) 日召開法人說明會，公布第 1 季毛利率達 70.94%，創新高，季增 0.28 個百分點；單季匯損 11.4 億元，侵蝕每股純益約 8.5 元；稅後純益為 48.84 億元，每股純益為 36.41 元。
大立光第 1 季毛利率改寫去年第 4 季創下的 70.66% 新高紀錄，也較去年同期的 59.68% 大增 11.26 個百分點；稅前盈餘為 57.22 億元，稅後純益為 48.84 億元，年增率 34.82%，但較前一季下滑 42%，每股純益 36.41 元。
大立光第 1 季出貨結構，以 1000 萬畫素占營收七至八成最高，800 萬畫素占 10-20% 居次，500 萬畫素產品占 10%。
大立光今天股價收在 4410 元，較昨日下跌 65 元或 1.45%，跌破季線支撐。
大立光日 K 線圖
",229454857
20170413,WEB0203,3008,大立光,2017/04/13 18:23:20,〈大立光法說〉林恩平：新增訂單湧入 本月業績趨正面 5月優於4月,"股王大立光 (3008-TW) 今 (13) 日召開法人說明會，針對先前傳出該公司 4 月營收將不會高於 3 月的 36.29 億元說法，執行長林恩平明確表示，4 月有新增訂單入手，營收將比原預估好；同時，從目前的既有訂單排程來看，5 月營收將優於 4 月。
目前大立光的訂單能見度僅約 1 個月，林恩平指出，除目前已掌握客戶的新增訂單之外，實際營收仍須視新客戶端的實際拉貨狀況而定。
大立光第 1 季營收雖繳出 108.07 億元、年增 31%，創歷年同期新高的成績單，但該公司 3 月營收 36.29 億元，僅較 2 月小幅成長 5.1%，且先前傳出 4 月營收將不會高於 3 月的說法，林恩平則在今天的線上法說會開場，即針對大立光的第 2 季業績走勢答覆來自法人的詢問。
大立光今天公布第 1 季毛利率 70.94%，改寫去年第 4 季創下的 70.66% 新高紀錄，也較去年同期的 59.68% 大增 11.26 個百分點；稅前盈餘為 57.22 億元；稅後純益為 48.84 億元，年增率 34.82%，但較前一季下滑 42%，每股純益 36.41 元。
大立光第 1 季出貨結構，以 1000 萬畫素占營收七至八成最高，800 萬畫素占 10-20% 居次，500 萬畫素產品占 10%。
對於第 1 季毛利率攀歷史新高，林恩平指出，主要與產品生產良率的提升有關，不僅舊機種良率提升，新規格的鏡頭設計也將獲得較佳的價格，同時，價格的走勢也與製造端的良率高低有密切關係。
蘋果 iPhone 手機已採用雙鏡頭組設計，對鏡頭組需求量大幅提高，市場並傳出 iPhone 8 新機將搭載 3D 感測鏡頭，林恩指出，手機雙鏡頭模組目前的設計走向，在於朝向大光圈的設計，實際應用也朝高於兩倍變焦的 ZOOM 設計，手機廠對於採用雙鏡頭的設計機種也在增加中。
林恩平說，就手機搭載 3D 感測鏡頭而言，目前的確看到有客戶已展開布局。但就 3D 感測鏡頭的製造而言，也有與原有與攝影鏡頭不同的困難度，3D 感測鏡頭並像攝影鏡頭要求影像的品質，反而是要對焦深度要求較高。
在開發 7P(7 片塑膠鏡片) 的手機鏡頭組上，林恩平也指出，7P 鏡頭的設計，有助影像的清晰度、畫質的增進，但主要在不增加鏡頭高度的前提下，將 7 片鏡片塞進原有 6 片鏡頭的使用的空間內是一項重要技術門檻，而且目前大立光並未將 7P 產品投入量產，也無從得知其生產的良率高低。
大立光在台中精機械園區投資 200 億元的新廠，林恩平說，預計將在第 3 季末開出產能貢獻營收，而機台的設置進度也將依對客戶接單的進度進行逐步增加。
大立光日 K 線圖
",229467537
20170413,WEB0224,3008,大立光,2017/04/13 20:31:45,〈大立光法說〉林恩平：不排除對同業專利授權 但要看「回報」,"股王大立光 (3008-TW) 除在手機鏡頭的設計及製造上目前稱霸於光學元件業，且以在設計上取得專利保護，大立光執行長林恩平今天法說會中指出，大立光並不排除對同業專利授權，但要看「回報」(Return) 而定。
對於法人對於大立光的專利授權案高度的興趣，法人圈指出，在車載鏡頭、手機雙鏡頭、甚至傳聞蘋果公司將使用的 3D 感測鏡頭，將產生對於鏡頭需求以倍數的增加，但是除鏡頭廠商的擴產之外，甚至如蘋果明顯扶植日系的康達智加入供應鏈，甚至由品牌客戶透過施壓，協助其供應鏈廠商排除專利障礙；目前市場盛傳大立光所遭受即是這種「專利授權」的壓力。
大立光曾就本身的光學元件設計專利權與韓國三星及玉晶光 (3406-TW) 打過專利訴訟，在去年達成和解；大立光執行長林恩平今天在法說會中受法人一再追問是否有專利授權的計畫時，作以上答覆。
林恩平指出，光學元件工業最重要的部分在製造工藝，設計專利的障礙只是建立在保障本身製造的一個環節，目前該並沒有對外授權的案子在進行，但公司並不排除針對同業進行專利授權，但一切都是要看協商取得的「回報」而定。
大立光日 K 線圖
",229475263
